article,date,views
Attention_economy,2024-08-04,185
Attention_economy,2024-08-05,217
Attention_economy,2024-08-06,226
Attention_economy,2024-08-07,179
Attention_economy,2024-08-08,181
Attention_economy,2024-08-09,166
Attention_economy,2024-08-10,161
Attention_economy,2024-08-11,201
Attention_economy,2024-08-12,191
Attention_economy,2024-08-13,260
Attention_economy,2024-08-14,272
Attention_economy,2024-08-15,185
Attention_economy,2024-08-16,258
Attention_economy,2024-08-17,171
Attention_economy,2024-08-18,178
Attention_economy,2024-08-19,165
Attention_economy,2024-08-20,218
Attention_economy,2024-08-21,213
Attention_economy,2024-08-22,211
Attention_economy,2024-08-23,176
Attention_economy,2024-08-24,153
Attention_economy,2024-08-25,208
Attention_economy,2024-08-26,230
Attention_economy,2024-08-27,241
Attention_economy,2024-08-28,218
Attention_economy,2024-08-29,226
Attention_economy,2024-08-30,233
Attention_economy,2024-08-31,176
Attention_economy,2024-09-01,147
Attention_economy,2024-09-02,167
Attention_economy,2024-09-03,285
Attention_economy,2024-09-04,299
Attention_economy,2024-09-05,301
Attention_economy,2024-09-06,191
Attention_economy,2024-09-07,151
Attention_economy,2024-09-08,194
Attention_economy,2024-09-09,272
Attention_economy,2024-09-10,186
Attention_economy,2024-09-11,205
Attention_economy,2024-09-12,201
Attention_economy,2024-09-13,187
Attention_economy,2024-09-14,136
Attention_economy,2024-09-15,176
Attention_economy,2024-09-16,270
Attention_economy,2024-09-17,211
Attention_economy,2024-09-18,249
Attention_economy,2024-09-19,260
Attention_economy,2024-09-20,235
Attention_economy,2024-09-21,157
Attention_economy,2024-09-22,179
Attention_economy,2024-09-23,257
Attention_economy,2024-09-24,301
Attention_economy,2024-09-25,274
Attention_economy,2024-09-26,223
Attention_economy,2024-09-27,167
Attention_economy,2024-09-28,156
Attention_economy,2024-09-29,162
Attention_economy,2024-09-30,309
Attention_economy,2024-10-01,224
Attention_economy,2024-10-02,206
Attention_economy,2024-10-03,197
Attention_economy,2024-10-04,220
Attention_economy,2024-10-05,202
Attention_economy,2024-10-06,205
Attention_economy,2024-10-07,263
Attention_economy,2024-10-08,248
Attention_economy,2024-10-09,254
Attention_economy,2024-10-10,255
Attention_economy,2024-10-11,297
Attention_economy,2024-10-12,192
Attention_economy,2024-10-13,179
Attention_economy,2024-10-14,247
Attention_economy,2024-10-15,228
Attention_economy,2024-10-16,232
Attention_economy,2024-10-17,225
Attention_economy,2024-10-18,216
Attention_economy,2024-10-19,192
Attention_economy,2024-10-20,157
Attention_economy,2024-10-21,214
Attention_economy,2024-10-22,217
Attention_economy,2024-10-23,222
Attention_economy,2024-10-24,182
Attention_economy,2024-10-25,220
Attention_economy,2024-10-26,140
Attention_economy,2024-10-27,201
Attention_economy,2024-10-28,241
Attention_economy,2024-10-29,224
Attention_economy,2024-10-30,224
Attention_economy,2024-10-31,194
Attention_economy,2024-11-01,231
Attention_economy,2024-11-02,200
Attention_economy,2024-11-03,170
Attention_economy,2024-11-04,210
Attention_economy,2024-11-05,207
Attention_economy,2024-11-06,247
Attention_economy,2024-11-07,192
Attention_economy,2024-11-08,182
Attention_economy,2024-11-09,203
Attention_economy,2024-11-10,185
Attention_economy,2024-11-11,247
Attention_economy,2024-11-12,347
Attention_economy,2024-11-13,263
Attention_economy,2024-11-14,262
Attention_economy,2024-11-15,223
Attention_economy,2024-11-16,237
Attention_economy,2024-11-17,207
Attention_economy,2024-11-18,244
Attention_economy,2024-11-19,232
Attention_economy,2024-11-20,261
Attention_economy,2024-11-21,231
Attention_economy,2024-11-22,238
Attention_economy,2024-11-23,185
Attention_economy,2024-11-24,173
Attention_economy,2024-11-25,209
Attention_economy,2024-11-26,234
Attention_economy,2024-11-27,186
Attention_economy,2024-11-28,194
Attention_economy,2024-11-29,183
Attention_economy,2024-11-30,151
Attention_economy,2024-12-01,183
Attention_economy,2024-12-02,196
Attention_economy,2024-12-03,240
Attention_economy,2024-12-04,214
Attention_economy,2024-12-05,200
Attention_economy,2024-12-06,201
Attention_economy,2024-12-07,157
Attention_economy,2024-12-08,165
Attention_economy,2024-12-09,233
Attention_economy,2024-12-10,176
Attention_economy,2024-12-11,326
Attention_economy,2024-12-12,271
Attention_economy,2024-12-13,186
Attention_economy,2024-12-14,194
Attention_economy,2024-12-15,192
Attention_economy,2024-12-16,211
Attention_economy,2024-12-17,192
Attention_economy,2024-12-18,166
Attention_economy,2024-12-19,216
Attention_economy,2024-12-20,202
Attention_economy,2024-12-21,142
Attention_economy,2024-12-22,159
Attention_economy,2024-12-23,183
Attention_economy,2024-12-24,139
Attention_economy,2024-12-25,147
Attention_economy,2024-12-26,152
Attention_economy,2024-12-27,165
Attention_economy,2024-12-28,148
Attention_economy,2024-12-29,187
Attention_economy,2024-12-30,214
Attention_economy,2024-12-31,165
Attention_economy,2025-01-01,188
Attention_economy,2025-01-02,212
Attention_economy,2025-01-03,239
Attention_economy,2025-01-04,216
Attention_economy,2025-01-05,224
Attention_economy,2025-01-06,246
Attention_economy,2025-01-07,267
Attention_economy,2025-01-08,261
Attention_economy,2025-01-09,226
Attention_economy,2025-01-10,256
Attention_economy,2025-01-11,216
Attention_economy,2025-01-12,222
Attention_economy,2025-01-13,257
Attention_economy,2025-01-14,266
Attention_economy,2025-01-15,250
Attention_economy,2025-01-16,241
Attention_economy,2025-01-17,235
Attention_economy,2025-01-18,201
Attention_economy,2025-01-19,273
Attention_economy,2025-01-20,316
Attention_economy,2025-01-21,281
Attention_economy,2025-01-22,266
Attention_economy,2025-01-23,296
Attention_economy,2025-01-24,263
Attention_economy,2025-01-25,226
Attention_economy,2025-01-26,250
Attention_economy,2025-01-27,330
Attention_economy,2025-01-28,267
Attention_economy,2025-01-29,290
Attention_economy,2025-01-30,318
Attention_economy,2025-01-31,233
Attention_economy,2025-02-01,210
Attention_economy,2025-02-02,199
Attention_economy,2025-02-03,258
Attention_economy,2025-02-04,269
Attention_economy,2025-02-05,262
Attention_economy,2025-02-06,244
Attention_economy,2025-02-07,253
Attention_economy,2025-02-08,223
Attention_economy,2025-02-09,229
Attention_economy,2025-02-10,276
Attention_economy,2025-02-11,296
Attention_economy,2025-02-12,288
Attention_economy,2025-02-13,347
Attention_economy,2025-02-14,271
Attention_economy,2025-02-15,184
Attention_economy,2025-02-16,215
Attention_economy,2025-02-17,299
Attention_economy,2025-02-18,283
Attention_economy,2025-02-19,308
Attention_economy,2025-02-20,295
Attention_economy,2025-02-21,284
Attention_economy,2025-02-22,205
Attention_economy,2025-02-23,225
Attention_economy,2025-02-24,296
Attention_economy,2025-02-25,277
Attention_economy,2025-02-26,299
Attention_economy,2025-02-27,327
Attention_economy,2025-02-28,252
Attention_economy,2025-03-01,237
Attention_economy,2025-03-02,1018
Attention_economy,2025-03-03,327
Attention_economy,2025-03-04,311
Attention_economy,2025-03-05,293
Attention_economy,2025-03-06,284
Attention_economy,2025-03-07,249
Attention_economy,2025-03-08,180
Attention_economy,2025-03-09,220
Attention_economy,2025-03-10,306
Attention_economy,2025-03-11,285
Attention_economy,2025-03-12,265
Attention_economy,2025-03-13,221
Attention_economy,2025-03-14,253
Attention_economy,2025-03-15,203
Attention_economy,2025-03-16,289
Attention_economy,2025-03-17,301
Attention_economy,2025-03-18,248
Attention_economy,2025-03-19,326
Attention_economy,2025-03-20,266
Attention_economy,2025-03-21,219
Attention_economy,2025-03-22,263
Attention_economy,2025-03-23,247
Attention_economy,2025-03-24,254
Attention_economy,2025-03-25,330
Attention_economy,2025-03-26,273
Attention_economy,2025-03-27,265
Attention_economy,2025-03-28,220
Attention_economy,2025-03-29,198
Attention_economy,2025-03-30,210
Attention_economy,2025-03-31,252
Attention_economy,2025-04-01,284
Attention_economy,2025-04-02,311
Attention_economy,2025-04-03,324
Attention_economy,2025-04-04,236
Attention_economy,2025-04-05,216
Attention_economy,2025-04-06,215
Attention_economy,2025-04-07,316
Attention_economy,2025-04-08,322
Attention_economy,2025-04-09,277
Attention_economy,2025-04-10,386
Attention_economy,2025-04-11,311
Attention_economy,2025-04-12,255
Attention_economy,2025-04-13,245
Attention_economy,2025-04-14,283
Attention_economy,2025-04-15,344
Attention_economy,2025-04-16,302
Attention_economy,2025-04-17,281
Attention_economy,2025-04-18,235
Attention_economy,2025-04-19,202
Attention_economy,2025-04-20,263
Attention_economy,2025-04-21,277
Attention_economy,2025-04-22,333
Attention_economy,2025-04-23,285
Attention_economy,2025-04-24,325
Attention_economy,2025-04-25,286
Attention_economy,2025-04-26,401
Attention_economy,2025-04-27,398
Attention_economy,2025-04-28,361
Attention_economy,2025-04-29,448
Attention_economy,2025-04-30,346
Attention_economy,2025-05-01,283
Attention_economy,2025-05-02,272
Attention_economy,2025-05-03,261
Attention_economy,2025-05-04,236
Attention_economy,2025-05-05,333
Attention_economy,2025-05-06,361
Attention_economy,2025-05-07,257
Attention_economy,2025-05-08,322
Attention_economy,2025-05-09,788
Attention_economy,2025-05-10,195
Attention_economy,2025-05-11,228
Attention_economy,2025-05-12,340
Attention_economy,2025-05-13,331
Attention_economy,2025-05-14,354
Attention_economy,2025-05-15,342
Attention_economy,2025-05-16,319
Attention_economy,2025-05-17,232
Attention_economy,2025-05-18,209
Attention_economy,2025-05-19,275
Attention_economy,2025-05-20,289
Attention_economy,2025-05-21,317
Attention_economy,2025-05-22,212
Attention_economy,2025-05-23,209
Attention_economy,2025-05-24,266
Attention_economy,2025-05-25,224
Attention_economy,2025-05-26,272
Attention_economy,2025-05-27,329
Attention_economy,2025-05-28,323
Attention_economy,2025-05-29,283
Attention_economy,2025-05-30,313
Attention_economy,2025-05-31,302
Attention_economy,2025-06-01,410
Attention_economy,2025-06-02,507
Attention_economy,2025-06-03,426
Attention_economy,2025-06-04,450
Attention_economy,2025-06-05,329
Attention_economy,2025-06-06,261
Attention_economy,2025-06-07,202
Attention_economy,2025-06-08,250
Attention_economy,2025-06-09,310
Attention_economy,2025-06-10,293
Attention_economy,2025-06-11,280
Attention_economy,2025-06-12,330
Attention_economy,2025-06-13,227
Attention_economy,2025-06-14,259
Attention_economy,2025-06-15,229
Attention_economy,2025-06-16,278
Attention_economy,2025-06-17,260
Attention_economy,2025-06-18,224
Attention_economy,2025-06-19,261
Attention_economy,2025-06-20,182
Attention_economy,2025-06-21,146
Attention_economy,2025-06-22,227
Attention_economy,2025-06-23,312
Attention_economy,2025-06-24,255
Attention_economy,2025-06-25,339
Attention_economy,2025-06-26,298
Attention_economy,2025-06-27,300
Attention_economy,2025-06-28,239
Attention_economy,2025-06-29,277
Attention_economy,2025-06-30,313
Attention_economy,2025-07-01,265
Attention_economy,2025-07-02,281
Attention_economy,2025-07-03,257
Attention_economy,2025-07-04,211
Attention_economy,2025-07-05,221
Attention_economy,2025-07-06,249
Attention_economy,2025-07-07,229
Attention_economy,2025-07-08,493
Attention_economy,2025-07-09,379
Attention_economy,2025-07-10,387
Attention_economy,2025-07-11,307
Attention_economy,2025-07-12,241
Attention_economy,2025-07-13,198
Attention_economy,2025-07-14,281
Attention_economy,2025-07-15,255
Attention_economy,2025-07-16,260
Attention_economy,2025-07-17,254
Attention_economy,2025-07-18,308
Attention_economy,2025-07-19,200
Attention_economy,2025-07-20,196
Attention_economy,2025-07-21,230
Attention_economy,2025-07-22,199
Attention_economy,2025-07-23,233
Attention_economy,2025-07-24,244
Attention_economy,2025-07-25,203
Attention_economy,2025-07-26,179
Attention_economy,2025-07-27,215
Attention_economy,2025-07-28,238
Attention_economy,2025-07-29,231
Attention_economy,2025-07-30,225
Attention_economy,2025-07-31,212
Attention_economy,2025-08-01,241
Attention_economy,2025-08-02,214
Attention_economy,2025-08-03,200
Attention_economy,2025-08-04,256
Attention_economy,2025-08-05,211
Attention_economy,2025-08-06,201
Attention_economy,2025-08-07,218
Attention_economy,2025-08-08,213
Attention_economy,2025-08-09,240
Attention_economy,2025-08-10,403
Attention_economy,2025-08-11,270
Attention_economy,2025-08-12,296
Attention_economy,2025-08-13,233
Attention_economy,2025-08-14,204
Attention_economy,2025-08-15,197
Attention_economy,2025-08-16,227
Attention_economy,2025-08-17,353
Attention_economy,2025-08-18,343
Attention_economy,2025-08-19,310
Attention_economy,2025-08-20,325
Attention_economy,2025-08-21,301
Attention_economy,2025-08-22,309
Attention_economy,2025-08-23,285
Attention_economy,2025-08-24,357
Attention_economy,2025-08-25,359
Attention_economy,2025-08-26,373
Attention_economy,2025-08-27,449
Attention_economy,2025-08-28,388
Attention_economy,2025-08-29,287
Attention_economy,2025-08-30,253
Attention_economy,2025-08-31,285
Attention_economy,2025-09-01,250
Attention_economy,2025-09-02,274
Attention_economy,2025-09-03,425
Attention_economy,2025-09-04,387
Attention_economy,2025-09-05,292
Attention_economy,2025-09-06,278
Attention_economy,2025-09-07,276
Attention_economy,2025-09-08,349
Attention_economy,2025-09-09,296
Attention_economy,2025-09-10,225
Attention_economy,2025-09-11,293
Attention_economy,2025-09-12,306
Attention_economy,2025-09-13,279
Attention_economy,2025-09-14,271
Attention_economy,2025-09-15,342
Attention_economy,2025-09-16,325
Attention_economy,2025-09-17,313
Attention_economy,2025-09-18,376
Attention_economy,2025-09-19,325
Attention_economy,2025-09-20,234
Attention_economy,2025-09-21,259
Attention_economy,2025-09-22,320
Attention_economy,2025-09-23,290
Attention_economy,2025-09-24,256
Attention_economy,2025-09-25,279
Attention_economy,2025-09-26,299
Attention_economy,2025-09-27,203
Attention_economy,2025-09-28,244
Attention_economy,2025-09-29,262
Attention_economy,2025-09-30,334
Attention_economy,2025-10-01,292
Attention_economy,2025-10-02,221
Attention_economy,2025-10-03,242
Attention_economy,2025-10-04,183
Attention_economy,2025-10-05,187
Attention_economy,2025-10-06,237
Attention_economy,2025-10-07,296
Attention_economy,2025-10-08,303
Attention_economy,2025-10-09,242
Attention_economy,2025-10-10,246
Attention_economy,2025-10-11,188
Attention_economy,2025-10-12,227
Attention_economy,2025-10-13,277
Attention_economy,2025-10-14,210
Attention_economy,2025-10-15,298
Attention_economy,2025-10-16,249
Attention_economy,2025-10-17,269
Attention_economy,2025-10-18,352
Attention_economy,2025-10-19,262
Attention_economy,2025-10-20,273
Attention_economy,2025-10-21,314
Attention_economy,2025-10-22,269
Attention_economy,2025-10-23,550
Attention_economy,2025-10-24,245
Attention_economy,2025-10-25,211
Attention_economy,2025-10-26,224
Attention_economy,2025-10-27,328
Attention_economy,2025-10-28,586
Attention_economy,2025-10-29,332
Attention_economy,2025-10-30,305
Attention_economy,2025-10-31,213
Attention_economy,2025-11-01,222
Attention_economy,2025-11-02,285
Attention_economy,2025-11-03,360
Attention_economy,2025-11-04,352
Attention_economy,2025-11-05,270
Attention_economy,2025-11-06,291
Attention_economy,2025-11-07,238
Attention_economy,2025-11-08,198
Attention_economy,2025-11-09,218
Attention_economy,2025-11-10,383
Attention_economy,2025-11-11,324
Attention_economy,2025-11-12,310
Attention_economy,2025-11-13,283
Attention_economy,2025-11-14,322
Attention_economy,2025-11-15,233
Attention_economy,2025-11-16,271
Attention_economy,2025-11-17,349
Attention_economy,2025-11-18,306
Attention_economy,2025-11-19,318
Attention_economy,2025-11-20,261
Attention_economy,2025-11-21,266
Attention_economy,2025-11-22,238
Attention_economy,2025-11-23,222
Attention_economy,2025-11-24,275
Attention_economy,2025-11-25,352
Attention_economy,2025-11-26,242
Attention_economy,2025-11-27,263
Attention_economy,2025-11-28,238
Attention_economy,2025-11-29,292
Attention_economy,2025-11-30,240
Attention_economy,2025-12-01,322
Attention_economy,2025-12-02,286
Attention_economy,2025-12-03,455
Attention_economy,2025-12-04,431
Attention_economy,2025-12-05,333
Attention_economy,2025-12-06,303
Attention_economy,2025-12-07,262
Attention_economy,2025-12-08,325
Attention_economy,2025-12-09,318
Attention_economy,2025-12-10,316
Attention_economy,2025-12-11,311
Attention_economy,2025-12-12,294
Attention_economy,2025-12-13,259
Attention_economy,2025-12-14,313
Attention_economy,2025-12-15,313
Attention_economy,2025-12-16,312
Attention_economy,2025-12-17,279
Attention_economy,2025-12-18,290
Attention_economy,2025-12-19,281
Attention_economy,2025-12-20,206
Attention_economy,2025-12-21,234
Attention_economy,2025-12-22,262
Attention_economy,2025-12-23,305
Attention_economy,2025-12-24,370
Attention_economy,2025-12-25,321
Attention_economy,2025-12-26,302
Attention_economy,2025-12-27,373
Attention_economy,2025-12-28,284
Attention_economy,2025-12-29,254
Attention_economy,2025-12-30,300
Attention_economy,2025-12-31,189
Attention_economy,2026-01-01,192
Attention_economy,2026-01-02,292
Attention_economy,2026-01-03,497
Attention_economy,2026-01-04,236
Attention_economy,2026-01-05,326
Attention_economy,2026-01-06,353
Attention_economy,2026-01-07,238
Attention_economy,2026-01-08,303
Attention_economy,2026-01-09,299
Attention_economy,2026-01-10,309
Attention_economy,2026-01-11,296
Attention_economy,2026-01-12,336
Attention_economy,2026-01-13,276
Attention_economy,2026-01-14,361
Attention_economy,2026-01-15,327
Attention_economy,2026-01-16,276
Attention_economy,2026-01-17,240
Attention_economy,2026-01-18,275
Attention_economy,2026-01-19,313
Attention_economy,2026-01-20,330
Attention_economy,2026-01-21,372
Attention_economy,2026-01-22,359
Attention_economy,2026-01-23,369
Attention_economy,2026-01-24,549
Attention_economy,2026-01-25,290
Attention_economy,2026-01-26,348
Attention_economy,2026-01-27,351
Attention_economy,2026-01-28,319
Attention_economy,2026-01-29,419
Attention_economy,2026-01-30,381
Attention_economy,2026-01-31,309
Attention_economy,2026-02-01,292
Attention_economy,2026-02-02,400
Attention_economy,2026-02-03,402
Attention_economy,2026-02-04,358
Attention_economy,2026-02-05,654
Attention_economy,2026-02-06,615
Attention_economy,2026-02-07,307
Attention_economy,2026-02-08,345
Attention_economy,2026-02-09,341
Attention_economy,2026-02-10,425
Attention_economy,2026-02-11,416
Attention_economy,2026-02-12,500
Attention_economy,2026-02-13,349
Attention_economy,2026-02-14,274
Attention_economy,2026-02-15,288
Attention_economy,2026-02-16,366
Attention_economy,2026-02-17,361
Attention_economy,2026-02-18,469
Attention_economy,2026-02-19,344
Attention_economy,2026-02-20,318
